Mailing ZIP Code,US Congressional District,Gender,Perm ZIP Code,Status Code,Precinct ID,_merge,Age,Age at Registration,Registration Year
01545-0000,4.0,1,1,1,1,1,1,1,1
75032,1.0,4,4,4,4,4,4,4,4
75032,3.0,4,4,4,4,4,4,4,4
75032,4.0,21403,21403,21403,21403,21403,21403,21403,21403
75032,5.0,27,27,27,27,27,27,27,27
75032,6.0,1,1,1,1,1,1,1,1
75032,8.0,5,5,5,5,5,5,5,5
75032,10.0,5,5,5,5,5,5,5,5
75032,12.0,1,1,1,1,1,1,1,1
75032,17.0,7,7,7,7,7,7,7,7
75032,19.0,4,4,4,4,4,4,4,4
75032,20.0,1,1,1,1,1,1,1,1
75032,21.0,2,2,2,2,2,2,2,2
75032,23.0,1,1,1,1,1,1,1,1
75032,24.0,2,2,2,2,2,2,2,2
75032,25.0,5,5,5,5,5,5,5,5
75032,26.0,7,7,7,7,7,7,7,7
75032,28.0,1,1,1,1,1,1,1,1
75032,30.0,5,5,5,5,5,5,5,5
75032,32.0,20,20,20,20,20,20,20,20
75032,33.0,1,1,1,1,1,1,1,1
75126,1.0,7,7,7,7,7,7,7,7
75126,2.0,1,1,1,1,1,1,1,1
75126,3.0,6,6,6,6,6,6,6,6
75126,4.0,230,230,230,230,230,230,230,230
75126,5.0,27055,27055,27055,27055,27055,27055,27055,27055
75126,6.0,8,8,8,8,8,8,8,8
75126,8.0,2,2,2,2,2,2,2,2
75126,10.0,5,5,5,5,5,5,5,5
75126,11.0,1,1,1,1,1,1,1,1
75126,12.0,2,2,2,2,2,2,2,2
75126,13.0,2,2,2,2,2,2,2,2
75126,14.0,1,1,1,1,1,1,1,1
75126,15.0,1,1,1,1,1,1,1,1
75126,17.0,5,5,5,5,5,5,5,5
75126,18.0,1,1,1,1,1,1,1,1
75126,19.0,2,2,2,2,2,2,2,2
75126,20.0,3,3,3,3,3,3,3,3
75126,21.0,5,5,5,5,5,5,5,5
75126,24.0,6,6,6,6,6,6,6,6
75126,25.0,5,5,5,5,5,5,5,5
75126,26.0,8,8,8,8,8,8,8,8
75126,30.0,23,23,23,23,23,23,23,23
75126,32.0,27,27,27,27,27,27,27,27
75126,33.0,1,1,1,1,1,1,1,1
75126,35.0,7,7,7,7,7,7,7,7
79410-0000,1.0,1,1,1,1,1,1,1,1
79410-0000,2.0,1,1,1,1,1,1,1,1
79410-0000,3.0,2,2,2,2,2,2,2,2
79410-0000,4.0,1,1,1,1,1,1,1,1
79410-0000,6.0,3,3,3,3,3,3,3,3
79410-0000,7.0,1,1,1,1,1,1,1,1
79410-0000,11.0,3,3,3,3,3,3,3,3
79410-0000,12.0,1,1,1,1,1,1,1,1
79410-0000,16.0,1,1,1,1,1,1,1,1
79410-0000,19.0,12,12,12,12,12,12,12,12
79410-0000,20.0,1,1,1,1,1,1,1,1
79410-0000,21.0,1,1,1,1,1,1,1,1
79410-0000,23.0,2,2,2,2,2,2,2,2
79410-0000,24.0,4,4,4,4,4,4,4,4
79410-0000,26.0,1,1,1,1,1,1,1,1
79410-0000,28.0,1,1,1,1,1,1,1,1
79410-0000,32.0,2,2,2,2,2,2,2,2
24515,4.0,1,1,1,1,1,1,1,1
24515,12.0,1,1,1,1,1,1,1,1
24515,19.0,1,1,1,1,1,1,1,1
24515,31.0,1,1,1,1,1,1,1,1
76208,1.0,1,1,1,1,1,1,1,1
76208,3.0,5,5,5,5,5,5,5,5
76208,4.0,9,9,9,9,9,9,9,9
76208,5.0,2,2,2,2,2,2,2,2
76208,6.0,2,2,2,2,2,2,2,2
76208,7.0,1,1,1,1,1,1,1,1
76208,8.0,3,3,3,3,3,3,3,3
76208,10.0,4,4,4,4,4,4,4,4
76208,11.0,3,3,3,3,3,3,3,3
76208,12.0,2,2,2,2,2,2,2,2
76208,13.0,2,2,2,2,2,2,2,2
76208,14.0,1,1,1,1,1,1,1,1
76208,19.0,3,3,3,3,3,3,3,3
76208,20.0,1,1,1,1,1,1,1,1
76208,21.0,1,1,1,1,1,1,1,1
76208,24.0,4,4,4,4,4,4,4,4
76208,25.0,5,5,5,5,5,5,5,5
76208,26.0,13448,13448,13448,13448,13448,13448,13448,13448
76208,28.0,1,1,1,1,1,1,1,1
76208,30.0,1,1,1,1,1,1,1,1
76208,32.0,2,2,2,2,2,2,2,2
76208,34.0,2,2,2,2,2,2,2,2
76208,35.0,2,2,2,2,2,2,2,2
75087,2.0,2,2,2,2,2,2,2,2
75087,3.0,13,13,13,13,13,13,13,13
75087,4.0,24813,24813,24813,24813,24813,24813,24813,24813
75087,5.0,22,22,22,22,22,22,22,22
75087,6.0,3,3,3,3,3,3,3,3
75087,8.0,8,8,8,8,8,8,8,8
75087,10.0,1,1,1,1,1,1,1,1
75087,12.0,1,1,1,1,1,1,1,1
75087,13.0,1,1,1,1,1,1,1,1
75087,17.0,2,2,2,2,2,2,2,2
75087,19.0,5,5,5,5,5,5,5,5
75087,20.0,3,3,3,3,3,3,3,3
75087,21.0,4,4,4,4,4,4,4,4
75087,22.0,1,1,1,1,1,1,1,1
75087,24.0,5,5,5,5,5,5,5,5
75087,26.0,12,12,12,12,12,12,12,12
75087,27.0,1,1,1,1,1,1,1,1
75087,30.0,3,3,3,3,3,3,3,3
75087,31.0,1,1,1,1,1,1,1,1
75087,32.0,47,47,47,47,47,47,47,47
75087,33.0,1,1,1,1,1,1,1,1
75087,35.0,2,2,2,2,2,2,2,2
77840-0000,1.0,4,4,4,4,4,4,4,4
77840-0000,2.0,6,6,6,6,6,6,6,6
77840-0000,3.0,4,4,4,4,4,4,4,4
77840-0000,4.0,2,2,2,2,2,2,2,2
77840-0000,6.0,4,4,4,4,4,4,4,4
77840-0000,7.0,7,7,7,7,7,7,7,7
77840-0000,9.0,1,1,1,1,1,1,1,1
77840-0000,10.0,4,4,4,4,4,4,4,4
77840-0000,11.0,3,3,3,3,3,3,3,3
77840-0000,12.0,4,4,4,4,4,4,4,4
77840-0000,15.0,2,2,2,2,2,2,2,2
77840-0000,16.0,1,1,1,1,1,1,1,1
77840-0000,18.0,1,1,1,1,1,1,1,1
77840-0000,19.0,2,2,2,2,2,2,2,2
77840-0000,20.0,5,5,5,5,5,5,5,5
77840-0000,21.0,7,7,7,7,7,7,7,7
77840-0000,22.0,7,7,7,7,7,7,7,7
77840-0000,23.0,4,4,4,4,4,4,4,4
77840-0000,24.0,3,3,3,3,3,3,3,3
77840-0000,25.0,1,1,1,1,1,1,1,1
77840-0000,26.0,7,7,7,7,7,7,7,7
77840-0000,27.0,3,3,3,3,3,3,3,3
77840-0000,28.0,2,2,2,2,2,2,2,2
77840-0000,29.0,4,4,4,4,4,4,4,4
77840-0000,31.0,9,9,9,9,9,9,9,9
77840-0000,32.0,5,5,5,5,5,5,5,5
77840-0000,33.0,2,2,2,2,2,2,2,2
77840-0000,34.0,3,3,3,3,3,3,3,3
77840-0000,36.0,3,3,3,3,3,3,3,3
75098,1.0,5,5,5,5,5,5,5,5
75098,3.0,3790,3790,3790,3790,3790,3790,3790,3790
75098,4.0,887,887,887,887,887,887,887,887
75098,5.0,15,15,15,15,15,15,15,15
75098,6.0,7,7,7,7,7,7,7,7
75098,8.0,1,1,1,1,1,1,1,1
75098,9.0,1,1,1,1,1,1,1,1
75098,10.0,1,1,1,1,1,1,1,1
75098,16.0,1,1,1,1,1,1,1,1
75098,17.0,7,7,7,7,7,7,7,7
75098,19.0,8,8,8,8,8,8,8,8
75098,20.0,3,3,3,3,3,3,3,3
75098,21.0,2,2,2,2,2,2,2,2
75098,24.0,9,9,9,9,9,9,9,9
75098,26.0,22,22,22,22,22,22,22,22
75098,29.0,1,1,1,1,1,1,1,1
75098,30.0,3,3,3,3,3,3,3,3
75098,31.0,1,1,1,1,1,1,1,1
75098,32.0,28191,28191,28191,28191,28191,28191,28191,28191
75098,33.0,4,4,4,4,4,4,4,4
75070,1.0,3,3,3,3,3,3,3,3
75070,2.0,1,1,1,1,1,1,1,1
75070,3.0,29396,29396,29396,29396,29396,29396,29396,29396
75070,4.0,91,91,91,91,91,91,91,91
75070,5.0,9,9,9,9,9,9,9,9
75070,6.0,9,9,9,9,9,9,9,9
75070,8.0,7,7,7,7,7,7,7,7
75070,10.0,4,4,4,4,4,4,4,4
75070,11.0,2,2,2,2,2,2,2,2
75070,12.0,7,7,7,7,7,7,7,7
75070,13.0,3,3,3,3,3,3,3,3
75070,14.0,1,1,1,1,1,1,1,1
75070,15.0,1,1,1,1,1,1,1,1
75070,16.0,1,1,1,1,1,1,1,1
75070,17.0,21,21,21,21,21,21,21,21
75070,18.0,5,5,5,5,5,5,5,5
75070,19.0,19,19,19,19,19,19,19,19
75070,20.0,2,2,2,2,2,2,2,2
75070,21.0,2,2,2,2,2,2,2,2
75070,22.0,1,1,1,1,1,1,1,1
75070,23.0,2,2,2,2,2,2,2,2
75070,24.0,17,17,17,17,17,17,17,17
75070,25.0,11,11,11,11,11,11,11,11
75070,26.0,44,44,44,44,44,44,44,44
75070,27.0,1,1,1,1,1,1,1,1
75070,30.0,9,9,9,9,9,9,9,9
75070,32.0,20,20,20,20,20,20,20,20
75070,33.0,1,1,1,1,1,1,1,1
75070,35.0,5,5,5,5,5,5,5,5
73034,2.0,1,1,1,1,1,1,1,1
73034,3.0,3,3,3,3,3,3,3,3
73034,4.0,3,3,3,3,3,3,3,3
73034,8.0,11,11,11,11,11,11,11,11
73034,12.0,3,3,3,3,3,3,3,3
73034,13.0,1,1,1,1,1,1,1,1
73034,21.0,2,2,2,2,2,2,2,2
73034,23.0,2,2,2,2,2,2,2,2
73034,24.0,3,3,3,3,3,3,3,3
73034,31.0,1,1,1,1,1,1,1,1
73034,34.0,1,1,1,1,1,1,1,1
73034,36.0,3,3,3,3,3,3,3,3
96379-2113,4.0,1,1,1,1,1,1,1,1
22968,4.0,1,1,1,1,1,1,1,1
22968,5.0,1,1,1,1,1,1,1,1
22968,24.0,1,1,1,1,1,1,1,1
75050-0000,4.0,2,2,2,2,2,2,2,2
75050-0000,5.0,2,2,2,2,2,2,2,2
75050-0000,6.0,11,11,11,11,11,11,11,11
75050-0000,9.0,1,1,1,1,1,1,1,1
75050-0000,12.0,3,3,3,3,3,3,3,3
75050-0000,16.0,1,1,1,1,1,1,1,1
75050-0000,24.0,1,1,1,1,1,1,1,1
75050-0000,26.0,1,1,1,1,1,1,1,1
75050-0000,28.0,1,1,1,1,1,1,1,1
75050-0000,30.0,11,11,11,11,11,11,11,11
75050-0000,32.0,4,4,4,4,4,4,4,4
75050-0000,33.0,24,24,24,24,24,24,24,24
78041,2.0,1,1,1,1,1,1,1,1
78041,4.0,2,2,2,2,2,2,2,2
78041,6.0,1,1,1,1,1,1,1,1
78041,7.0,4,4,4,4,4,4,4,4
78041,9.0,3,3,3,3,3,3,3,3
78041,12.0,1,1,1,1,1,1,1,1
78041,15.0,8,8,8,8,8,8,8,8
78041,16.0,2,2,2,2,2,2,2,2
78041,17.0,8,8,8,8,8,8,8,8
78041,19.0,1,1,1,1,1,1,1,1
78041,20.0,22,22,22,22,22,22,22,22
78041,21.0,5,5,5,5,5,5,5,5
78041,22.0,4,4,4,4,4,4,4,4
78041,23.0,6,6,6,6,6,6,6,6
78041,26.0,1,1,1,1,1,1,1,1
78041,27.0,3,3,3,3,3,3,3,3
78041,28.0,24143,24143,24143,24143,24143,24143,24143,24143
78041,29.0,1,1,1,1,1,1,1,1
78041,30.0,2,2,2,2,2,2,2,2
78041,31.0,1,1,1,1,1,1,1,1
78041,33.0,1,1,1,1,1,1,1,1
78041,34.0,5,5,5,5,5,5,5,5
78041,35.0,7,7,7,7,7,7,7,7
75204,1.0,2,2,2,2,2,2,2,2
75204,2.0,1,1,1,1,1,1,1,1
75204,3.0,25,25,25,25,25,25,25,25
75204,4.0,10,10,10,10,10,10,10,10
75204,5.0,29,29,29,29,29,29,29,29
75204,6.0,13,13,13,13,13,13,13,13
75204,7.0,9,9,9,9,9,9,9,9
75204,8.0,10,10,10,10,10,10,10,10
75204,9.0,1,1,1,1,1,1,1,1
75204,10.0,4,4,4,4,4,4,4,4
75204,11.0,4,4,4,4,4,4,4,4
75204,12.0,7,7,7,7,7,7,7,7
75204,13.0,5,5,5,5,5,5,5,5
75204,14.0,4,4,4,4,4,4,4,4
75204,15.0,2,2,2,2,2,2,2,2
75204,17.0,4,4,4,4,4,4,4,4
75204,18.0,2,2,2,2,2,2,2,2
75204,19.0,4,4,4,4,4,4,4,4
75204,20.0,2,2,2,2,2,2,2,2
75204,21.0,6,6,6,6,6,6,6,6
75204,22.0,5,5,5,5,5,5,5,5
75204,23.0,1,1,1,1,1,1,1,1
75204,24.0,49,49,49,49,49,49,49,49
75204,25.0,3,3,3,3,3,3,3,3
75204,26.0,17,17,17,17,17,17,17,17
75204,27.0,2,2,2,2,2,2,2,2
75204,29.0,2,2,2,2,2,2,2,2
75204,30.0,6256,6256,6256,6256,6256,6256,6256,6256
75204,31.0,4,4,4,4,4,4,4,4
75204,32.0,14076,14076,14076,14076,14076,14076,14076,14076
75204,33.0,13,13,13,13,13,13,13,13
75204,34.0,2,2,2,2,2,2,2,2
75204,35.0,3,3,3,3,3,3,3,3
75160,1.0,6,6,6,6,6,6,6,6
75160,2.0,1,1,1,1,1,1,1,1
75160,3.0,2,2,2,2,2,2,2,2
75160,4.0,1132,1132,1132,1132,1132,1132,1132,1132
75160,5.0,12960,12960,12960,12960,12960,12960,12960,12960
75160,6.0,3,3,3,3,3,3,3,3
75160,8.0,2,2,2,2,2,2,2,2
75160,10.0,1,1,1,1,1,1,1,1
75160,16.0,1,1,1,1,1,1,1,1
75160,17.0,2,2,2,2,2,2,2,2
75160,18.0,2,2,2,2,2,2,2,2
75160,20.0,1,1,1,1,1,1,1,1
75160,22.0,1,1,1,1,1,1,1,1
75160,23.0,1,1,1,1,1,1,1,1
75160,24.0,3,3,3,3,3,3,3,3
75160,25.0,1,1,1,1,1,1,1,1
75160,26.0,1,1,1,1,1,1,1,1
75160,28.0,1,1,1,1,1,1,1,1
75160,30.0,12,12,12,12,12,12,12,12
75160,32.0,9,9,9,9,9,9,9,9
75160,33.0,2,2,2,2,2,2,2,2
75160,35.0,1,1,1,1,1,1,1,1
76039,1.0,3,3,3,3,3,3,3,3
76039,3.0,4,4,4,4,4,4,4,4
76039,4.0,4,4,4,4,4,4,4,4
76039,5.0,5,5,5,5,5,5,5,5
76039,6.0,36,36,36,36,36,36,36,36
76039,8.0,3,3,3,3,3,3,3,3
76039,10.0,1,1,1,1,1,1,1,1
76039,11.0,2,2,2,2,2,2,2,2
76039,12.0,37,37,37,37,37,37,37,37
76039,13.0,1,1,1,1,1,1,1,1
76039,15.0,1,1,1,1,1,1,1,1
76039,17.0,2,2,2,2,2,2,2,2
76039,18.0,1,1,1,1,1,1,1,1
76039,19.0,4,4,4,4,4,4,4,4
76039,20.0,1,1,1,1,1,1,1,1
76039,21.0,2,2,2,2,2,2,2,2
76039,22.0,1,1,1,1,1,1,1,1
76039,23.0,2,2,2,2,2,2,2,2
76039,24.0,20543,20543,20543,20543,20543,20543,20543,20543
76039,25.0,4,4,4,4,4,4,4,4
76039,26.0,27,27,27,27,27,27,27,27
76039,27.0,3,3,3,3,3,3,3,3
76039,30.0,12,12,12,12,12,12,12,12
76039,32.0,8,8,8,8,8,8,8,8
76039,33.0,13,13,13,13,13,13,13,13
76039,35.0,2,2,2,2,2,2,2,2
75087-0000,3.0,3,3,3,3,3,3,3,3
75087-0000,4.0,96,96,96,96,96,96,96,96
75087-0000,5.0,4,4,4,4,4,4,4,4
75087-0000,7.0,1,1,1,1,1,1,1,1
75087-0000,26.0,2,2,2,2,2,2,2,2
75087-0000,30.0,4,4,4,4,4,4,4,4
75087-0000,32.0,19,19,19,19,19,19,19,19
75087-0000,34.0,1,1,1,1,1,1,1,1
77840,1.0,41,41,41,41,41,41,41,41
77840,2.0,88,88,88,88,88,88,88,88
77840,3.0,73,73,73,73,73,73,73,73
77840,4.0,32,32,32,32,32,32,32,32
77840,5.0,25,25,25,25,25,25,25,25
77840,6.0,47,47,47,47,47,47,47,47
77840,7.0,103,103,103,103,103,103,103,103
77840,8.0,85,85,85,85,85,85,85,85
77840,9.0,23,23,23,23,23,23,23,23
77840,10.0,91,91,91,91,91,91,91,91
77840,11.0,24,24,24,24,24,24,24,24
77840,12.0,48,48,48,48,48,48,48,48
77840,13.0,22,22,22,22,22,22,22,22
77840,14.0,70,70,70,70,70,70,70,70
77840,15.0,30,30,30,30,30,30,30,30
77840,16.0,14,14,14,14,14,14,14,14
77840,17.0,17174,17174,17174,17174,17174,17174,17174,17174
77840,18.0,25,25,25,25,25,25,25,25
77840,19.0,27,27,27,27,27,27,27,27
77840,20.0,31,31,31,31,31,31,31,31
77840,21.0,111,111,111,111,111,111,111,111
77840,22.0,115,115,115,115,115,115,115,115
77840,23.0,27,27,27,27,27,27,27,27
77840,24.0,90,90,90,90,90,90,90,90
77840,25.0,68,68,68,68,68,68,68,68
77840,26.0,67,67,67,67,67,67,67,67
77840,27.0,45,45,45,45,45,45,45,45
77840,28.0,37,37,37,37,37,37,37,37
77840,29.0,11,11,11,11,11,11,11,11
77840,30.0,17,17,17,17,17,17,17,17
77840,31.0,65,65,65,65,65,65,65,65
77840,32.0,46,46,46,46,46,46,46,46
77840,33.0,9,9,9,9,9,9,9,9
77840,34.0,34,34,34,34,34,34,34,34
77840,35.0,27,27,27,27,27,27,27,27
77840,36.0,39,39,39,39,39,39,39,39
94122,3.0,1,1,1,1,1,1,1,1
94122,4.0,1,1,1,1,1,1,1,1
94122,7.0,1,1,1,1,1,1,1,1
94122,10.0,1,1,1,1,1,1,1,1
94122,12.0,1,1,1,1,1,1,1,1
94122,24.0,1,1,1,1,1,1,1,1
94122,31.0,1,1,1,1,1,1,1,1
94122,32.0,1,1,1,1,1,1,1,1
72701,1.0,6,6,6,6,6,6,6,6
72701,2.0,4,4,4,4,4,4,4,4
72701,3.0,31,31,31,31,31,31,31,31
72701,4.0,12,12,12,12,12,12,12,12
72701,5.0,5,5,5,5,5,5,5,5
72701,6.0,6,6,6,6,6,6,6,6
72701,7.0,7,7,7,7,7,7,7,7
72701,8.0,6,6,6,6,6,6,6,6
72701,10.0,9,9,9,9,9,9,9,9
72701,12.0,5,5,5,5,5,5,5,5
72701,13.0,1,1,1,1,1,1,1,1
72701,14.0,1,1,1,1,1,1,1,1
72701,17.0,2,2,2,2,2,2,2,2
72701,20.0,1,1,1,1,1,1,1,1
72701,21.0,3,3,3,3,3,3,3,3
72701,22.0,8,8,8,8,8,8,8,8
72701,24.0,18,18,18,18,18,18,18,18
72701,25.0,5,5,5,5,5,5,5,5
72701,26.0,15,15,15,15,15,15,15,15
72701,27.0,2,2,2,2,2,2,2,2
72701,30.0,2,2,2,2,2,2,2,2
72701,31.0,3,3,3,3,3,3,3,3
72701,32.0,15,15,15,15,15,15,15,15
72701,35.0,2,2,2,2,2,2,2,2
22060,1.0,4,4,4,4,4,4,4,4
22060,2.0,2,2,2,2,2,2,2,2
22060,3.0,12,12,12,12,12,12,12,12
22060,4.0,6,6,6,6,6,6,6,6
22060,6.0,4,4,4,4,4,4,4,4
22060,7.0,1,1,1,1,1,1,1,1
22060,8.0,8,8,8,8,8,8,8,8
22060,9.0,1,1,1,1,1,1,1,1
22060,10.0,2,2,2,2,2,2,2,2
22060,11.0,11,11,11,11,11,11,11,11
22060,12.0,6,6,6,6,6,6,6,6
22060,13.0,5,5,5,5,5,5,5,5
22060,14.0,8,8,8,8,8,8,8,8
22060,15.0,4,4,4,4,4,4,4,4
22060,16.0,17,17,17,17,17,17,17,17
22060,17.0,5,5,5,5,5,5,5,5
22060,18.0,5,5,5,5,5,5,5,5
22060,20.0,13,13,13,13,13,13,13,13
22060,21.0,12,12,12,12,12,12,12,12
22060,22.0,5,5,5,5,5,5,5,5
22060,23.0,6,6,6,6,6,6,6,6
22060,24.0,1,1,1,1,1,1,1,1
22060,25.0,12,12,12,12,12,12,12,12
22060,26.0,1,1,1,1,1,1,1,1
22060,27.0,4,4,4,4,4,4,4,4
22060,28.0,7,7,7,7,7,7,7,7
22060,30.0,1,1,1,1,1,1,1,1
22060,31.0,41,41,41,41,41,41,41,41
22060,33.0,2,2,2,2,2,2,2,2
22060,34.0,3,3,3,3,3,3,3,3
22060,35.0,16,16,16,16,16,16,16,16
22060,36.0,1,1,1,1,1,1,1,1
78748,2.0,1,1,1,1,1,1,1,1
78748,3.0,1,1,1,1,1,1,1,1
78748,4.0,3,3,3,3,3,3,3,3
78748,6.0,2,2,2,2,2,2,2,2
78748,7.0,2,2,2,2,2,2,2,2
78748,8.0,6,6,6,6,6,6,6,6
78748,9.0,1,1,1,1,1,1,1,1
78748,10.0,33,33,33,33,33,33,33,33
78748,11.0,2,2,2,2,2,2,2,2
78748,13.0,2,2,2,2,2,2,2,2
78748,14.0,2,2,2,2,2,2,2,2
78748,15.0,3,3,3,3,3,3,3,3
78748,16.0,4,4,4,4,4,4,4,4
78748,17.0,32,32,32,32,32,32,32,32
78748,20.0,9,9,9,9,9,9,9,9
78748,21.0,20790,20790,20790,20790,20790,20790,20790,20790
78748,22.0,5,5,5,5,5,5,5,5
78748,23.0,2,2,2,2,2,2,2,2
78748,24.0,1,1,1,1,1,1,1,1
78748,25.0,79,79,79,79,79,79,79,79
78748,26.0,1,1,1,1,1,1,1,1
78748,27.0,4,4,4,4,4,4,4,4
78748,28.0,2,2,2,2,2,2,2,2
78748,30.0,2,2,2,2,2,2,2,2
78748,31.0,10,10,10,10,10,10,10,10
78748,34.0,3,3,3,3,3,3,3,3
78748,35.0,11385,11385,11385,11385,11385,11385,11385,11385
78748,36.0,1,1,1,1,1,1,1,1
94606,2.0,1,1,1,1,1,1,1,1
94606,4.0,1,1,1,1,1,1,1,1
94606,10.0,1,1,1,1,1,1,1,1
75093,1.0,3,3,3,3,3,3,3,3
75093,2.0,2,2,2,2,2,2,2,2
75093,3.0,30110,30110,30110,30110,30110,30110,30110,30110
75093,4.0,8,8,8,8,8,8,8,8
75093,5.0,6,6,6,6,6,6,6,6
75093,6.0,3,3,3,3,3,3,3,3
75093,8.0,2,2,2,2,2,2,2,2
75093,9.0,1,1,1,1,1,1,1,1
75093,10.0,2,2,2,2,2,2,2,2
75093,11.0,2,2,2,2,2,2,2,2
75093,12.0,3,3,3,3,3,3,3,3
75093,13.0,3,3,3,3,3,3,3,3
75093,14.0,2,2,2,2,2,2,2,2
75093,16.0,1,1,1,1,1,1,1,1
75093,17.0,16,16,16,16,16,16,16,16
75093,18.0,2,2,2,2,2,2,2,2
75093,19.0,9,9,9,9,9,9,9,9
75093,20.0,2,2,2,2,2,2,2,2
75093,21.0,11,11,11,11,11,11,11,11
75093,24.0,2429,2429,2429,2429,2429,2429,2429,2429
75093,25.0,12,12,12,12,12,12,12,12
75093,26.0,38,38,38,38,38,38,38,38
75093,29.0,1,1,1,1,1,1,1,1
75093,30.0,2,2,2,2,2,2,2,2
75093,32.0,29,29,29,29,29,29,29,29
75093,33.0,3,3,3,3,3,3,3,3
75093,35.0,2,2,2,2,2,2,2,2
75422,3.0,1,1,1,1,1,1,1,1
75422,4.0,1899,1899,1899,1899,1899,1899,1899,1899
75422,5.0,2,2,2,2,2,2,2,2
75422,17.0,1,1,1,1,1,1,1,1
85746,4.0,1,1,1,1,1,1,1,1
85746,8.0,1,1,1,1,1,1,1,1
85746,11.0,1,1,1,1,1,1,1,1
85746,16.0,2,2,2,2,2,2,2,2
85746,19.0,1,1,1,1,1,1,1,1
85746,24.0,1,1,1,1,1,1,1,1
85746,31.0,1,1,1,1,1,1,1,1
85746,34.0,1,1,1,1,1,1,1,1
75126-0000,3.0,1,1,1,1,1,1,1,1
75126-0000,4.0,3,3,3,3,3,3,3,3
75126-0000,5.0,129,129,129,129,129,129,129,129
75126-0000,20.0,1,1,1,1,1,1,1,1
75126-0000,24.0,3,3,3,3,3,3,3,3
75126-0000,26.0,1,1,1,1,1,1,1,1
75126-0000,30.0,5,5,5,5,5,5,5,5
75126-0000,32.0,4,4,4,4,4,4,4,4
75126-0000,33.0,2,2,2,2,2,2,2,2
76116,1.0,2,2,2,2,2,2,2,2
76116,2.0,2,2,2,2,2,2,2,2
76116,3.0,4,4,4,4,4,4,4,4
76116,4.0,3,3,3,3,3,3,3,3
76116,5.0,2,2,2,2,2,2,2,2
76116,6.0,13,13,13,13,13,13,13,13
76116,7.0,1,1,1,1,1,1,1,1
76116,8.0,2,2,2,2,2,2,2,2
76116,9.0,1,1,1,1,1,1,1,1
76116,10.0,1,1,1,1,1,1,1,1
76116,11.0,10,10,10,10,10,10,10,10
76116,12.0,25441,25441,25441,25441,25441,25441,25441,25441
76116,13.0,3,3,3,3,3,3,3,3
76116,14.0,1,1,1,1,1,1,1,1
76116,15.0,1,1,1,1,1,1,1,1
76116,16.0,1,1,1,1,1,1,1,1
76116,17.0,1,1,1,1,1,1,1,1
76116,18.0,1,1,1,1,1,1,1,1
76116,19.0,10,10,10,10,10,10,10,10
76116,20.0,2,2,2,2,2,2,2,2
76116,21.0,2,2,2,2,2,2,2,2
76116,22.0,3,3,3,3,3,3,3,3
76116,24.0,7,7,7,7,7,7,7,7
76116,25.0,13,13,13,13,13,13,13,13
76116,26.0,12,12,12,12,12,12,12,12
76116,27.0,1,1,1,1,1,1,1,1
76116,30.0,3,3,3,3,3,3,3,3
76116,31.0,1,1,1,1,1,1,1,1
76116,32.0,6,6,6,6,6,6,6,6
76116,33.0,34,34,34,34,34,34,34,34
76116,35.0,2,2,2,2,2,2,2,2
76116,36.0,1,1,1,1,1,1,1,1
77845,1.0,23,23,23,23,23,23,23,23
77845,2.0,34,34,34,34,34,34,34,34
77845,3.0,20,20,20,20,20,20,20,20
77845,4.0,17,17,17,17,17,17,17,17
77845,5.0,12,12,12,12,12,12,12,12
77845,6.0,25,25,25,25,25,25,25,25
77845,7.0,31,31,31,31,31,31,31,31
77845,8.0,67,67,67,67,67,67,67,67
77845,9.0,6,6,6,6,6,6,6,6
77845,10.0,61,61,61,61,61,61,61,61
77845,11.0,16,16,16,16,16,16,16,16
77845,12.0,14,14,14,14,14,14,14,14
77845,13.0,13,13,13,13,13,13,13,13
77845,14.0,35,35,35,35,35,35,35,35
77845,15.0,18,18,18,18,18,18,18,18
77845,16.0,9,9,9,9,9,9,9,9
77845,17.0,36493,36493,36493,36491,36493,36493,36493,36493
77845,18.0,8,8,8,8,8,8,8,8
77845,19.0,14,14,14,14,14,14,14,14
77845,20.0,16,16,16,16,16,16,16,16
77845,21.0,35,35,35,35,35,35,35,35
77845,22.0,35,35,35,35,35,35,35,35
77845,23.0,26,26,26,26,26,26,26,26
77845,24.0,30,30,30,30,30,30,30,30
77845,25.0,33,33,33,33,33,33,33,33
77845,26.0,27,27,27,27,27,27,27,27
77845,27.0,44,44,44,44,44,44,44,44
77845,28.0,14,14,14,14,14,14,14,14
77845,29.0,5,5,5,5,5,5,5,5
77845,30.0,6,6,6,6,6,6,6,6
77845,31.0,30,30,30,30,30,30,30,30
77845,32.0,10,10,10,10,10,10,10,10
77845,33.0,4,4,4,4,4,4,4,4
77845,34.0,10,10,10,10,10,10,10,10
77845,35.0,9,9,9,9,9,9,9,9
77845,36.0,29,29,29,29,29,29,29,29
73072,2.0,3,3,3,3,3,3,3,3
73072,3.0,11,11,11,11,11,11,11,11
73072,4.0,2,2,2,2,2,2,2,2
73072,5.0,2,2,2,2,2,2,2,2
73072,6.0,4,4,4,4,4,4,4,4
73072,7.0,8,8,8,8,8,8,8,8
73072,8.0,8,8,8,8,8,8,8,8
73072,9.0,3,3,3,3,3,3,3,3
73072,10.0,3,3,3,3,3,3,3,3
73072,11.0,3,3,3,3,3,3,3,3
73072,12.0,5,5,5,5,5,5,5,5
