Precinct ID,Number of Voters
537388,2542
1064992,2542
549151,2542
622582,2541
588586,2541
582609,2539
549202,2539
1001365,2537
950117,2537
559183,2536
574764,2536
567121,2536
567068,2535
622517,2535
588519,2535
950434,2534
547208,2533
553175,2531
533476,2531
527517,2531
513549,2530
555302,2530
606429,2530
610209,2530
950115,2530
543444,2529
495932,2529
594818,2528
1001378,2526
543544,2526
553200,2525
555278,2525
950324,2525
950878,2524
942044,2524
541435,2524
491913,2524
539420,2523
491940,2522
541406,2522
517608,2522
563221,2521
950038,2521
578702,2521
608281,2520
533379,2520
941930,2520
578755,2519
950037,2519
555538,2518
941934,2517
537305,2516
515591,2516
484079,2516
578598,2516
543509,2515
543359,2514
553177,2513
537415,2513
606367,2512
610293,2512
523524,2512
594809,2512
523494,2510
942306,2510
588595,2510
582447,2510
533384,2509
533602,2509
574979,2509
950787,2509
541367,2509
517555,2507
543459,2507
541615,2506
572944,2506
553257,2506
606360,2505
567093,2505
533566,2505
941946,2504
620731,2504
602278,2504
559102,2504
588562,2502
594756,2502
507651,2502
578747,2502
563310,2500
507675,2498
942418,2498
594751,2497
574807,2497
533451,2496
622637,2496
950154,2496
533358,2495
543395,2495
563314,2494
553271,2494
950321,2494
574879,2493
993123,2493
574808,2493
941969,2493
533469,2492
541445,2492
582506,2491
555435,2491
598543,2489
620641,2489
620723,2488
596536,2488
602298,2487
622628,2486
553251,2486
578785,2485
942352,2485
600401,2485
517557,2484
553228,2484
941908,2484
610351,2483
582500,2483
555156,2482
600488,2481
551172,2479
588610,2478
539411,2478
551229,2477
555493,2475
950259,2474
491927,2474
555318,2474
596704,2473
574866,2473
620590,2471
555440,2468
950256,2468
588669,2468
555511,2467
533496,2467
942039,2466
941968,2466
588502,2466
950185,2465
572818,2465
586563,2465
606308,2464
610102,2461
553224,2461
578745,2461
941872,2460
563312,2460
555311,2460
588432,2458
533631,2457
565182,2455
553216,2455
602412,2455
565088,2455
576819,2454
950028,2454
941772,2453
950691,2452
582531,2452
484125,2451
588703,2449
594718,2448
594648,2448
602382,2447
610193,2447
941848,2447
941762,2447
950887,2446
495971,2446
563201,2446
950587,2445
549196,2445
570819,2445
559101,2444
608288,2444
950202,2443
576771,2442
950853,2442
543351,2441
598582,2440
563190,2440
561247,2439
608282,2439
622661,2438
610371,2437
527514,2437
572833,2436
507673,2435
594788,2434
950886,2434
1001386,2433
588559,2432
950128,2432
570784,2431
561240,2430
632988,2430
588454,2428
559155,2428
606348,2428
950374,2427
531454,2426
950358,2426
606356,2425
576791,2425
942240,2425
491890,2425
610296,2424
549219,2424
950199,2424
547211,2423
576780,2423
950332,2423
555256,2423
602421,2423
582464,2423
543534,2421
993112,2421
484182,2421
567107,2421
551143,2420
572987,2419
549195,2418
541573,2417
633133,2416
633113,2415
950841,2414
572905,2414
950170,2413
942412,2413
563116,2411
531405,2411
525490,2410
576846,2410
523500,2410
600453,2409
610343,2409
559182,2408
533589,2408
574986,2407
565137,2407
578724,2406
484132,2406
594827,2406
576786,2405
570820,2404
578628,2403
1001388,2403
620627,2402
620664,2401
622622,2399
598540,2399
555379,2399
598510,2399
541596,2398
941867,2398
598457,2398
594755,2396
950331,2396
553244,2396
602311,2396
610367,2396
942081,2395
608283,2394
533518,2393
572970,2392
565074,2392
559139,2391
561355,2391
606297,2391
541608,2391
574985,2391
1064905,2390
574943,2390
632981,2389
484200,2389
484184,2388
537318,2388
942253,2388
588517,2388
572813,2388
608297,2387
565068,2387
484143,2387
578806,2387
602391,2386
495938,2386
633050,2385
633067,2385
950266,2384
608199,2384
543384,2384
950780,2383
586668,2383
533611,2382
513578,2382
622610,2380
594666,2379
588490,2378
941777,2378
633152,2378
582537,2377
620671,2374
633048,2372
633073,2371
517629,2371
565115,2370
600410,2369
543417,2369
541453,2368
533565,2368
582427,2368
950435,2366
570809,2366
563236,2366
950857,2366
541604,2365
555196,2364
517578,2364
555149,2363
594669,2363
561313,2362
610178,2362
525529,2361
576773,2361
600339,2361
543466,2360
541462,2359
541595,2358
576857,2356
598485,2356
941927,2356
610179,2356
563276,2355
573011,2355
598584,2355
553182,2354
720488,2352
549260,2351
950181,2351
602417,2351
588522,2351
600356,2350
578569,2349
950908,2349
576724,2348
950377,2347
620621,2347
596537,2347
598470,2346
719193,2346
633030,2345
555453,2345
565239,2344
567032,2343
574786,2342
622580,2342
942322,2342
523530,2341
576800,2341
523534,2340
608311,2340
567041,2340
594780,2340
543490,2339
578811,2337
563179,2337
610316,2337
525517,2335
588453,2334
598609,2333
1064954,2332
594771,2332
491945,2332
541483,2331
668189,2331
582438,2330
594702,2330
588587,2327
555264,2326
941975,2326
620606,2326
950398,2325
620662,2325
513566,2324
563122,2323
525480,2323
566954,2323
531451,2322
950910,2322
578614,2321
608404,2319
543499,2318
620776,2318
633115,2316
574883,2316
578607,2316
574978,2316
622682,2316
578723,2315
511571,2315
942121,2314
484123,2313
941828,2313
523436,2313
608249,2312
549189,2311
533590,2311
594692,2310
537398,2310
622612,2310
600399,2310
950265,2310
633126,2309
594785,2309
559196,2308
594646,2307
561214,2307
576709,2306
622677,2306
525514,2306
561284,2306
942160,2306
1064917,2305
543343,2305
576690,2304
596576,2304
608214,2304
950068,2303
949992,2303
561298,2302
541574,2302
586687,2301
555417,2301
565195,2300
484133,2300
602269,2300
633062,2299
515564,2299
561230,2298
491955,2296
511530,2295
724857,2295
563238,2294
622596,2293
594759,2293
561344,2292
991446,2292
578732,2292
941840,2291
541548,2290
511595,2289
527539,2289
942383,2289
531447,2287
561241,2287
942032,2287
950361,2286
573025,2286
511563,2285
602372,2284
622631,2284
582514,2284
578679,2284
620766,2282
533604,2281
608274,2279
578666,2278
588590,2278
950877,2277
620718,2277
533591,2277
942215,2277
610141,2276
511496,2276
610210,2276
491907,2275
555412,2275
565177,2274
543449,2273
949959,2273
942119,2273
570834,2273
606444,2273
942168,2272
606347,2270
511539,2269
555477,2267
633019,2267
543496,2267
950062,2266
484209,2265
598477,2265
576806,2265
541369,2264
610126,2263
942190,2261
559112,2261
594811,2261
578656,2261
537409,2261
602257,2260
586601,2260
596642,2259
541605,2258
622505,2258
941922,2257
602247,2257
511516,2257
547231,2256
578611,2256
608190,2255
566973,2255
632975,2255
1064978,2254
574891,2254
606293,2254
588513,2253
950105,2252
950277,2252
570843,2252
541461,2251
559116,2250
622652,2249
517636,2249
941947,2248
950233,2247
491886,2247
578761,2247
484141,2246
559181,2246
950403,2245
561349,2245
541428,2244
491991,2244
594654,2244
582639,2241
950313,2241
606388,2240
622561,2240
561347,2239
596599,2239
582408,2238
549173,2238
555277,2237
543375,2237
495923,2237
608217,2236
572872,2236
553194,2235
572790,2234
941902,2234
537417,2234
620649,2233
555145,2233
573040,2233
555162,2232
547228,2232
492001,2232
596603,2231
586541,2230
517628,2230
537342,2230
484124,2230
570763,2229
566980,2228
610201,2227
600380,2227
527513,2227
950125,2226
533429,2226
950063,2226
547136,2226
533625,2225
950221,2224
563115,2222
633145,2222
602373,2221
586615,2220
610191,2220
484090,2220
600364,2220
555316,2219
563292,2219
950322,2219
622500,2218
565044,2218
570821,2217
620639,2216
533519,2215
511596,2215
598533,2214
600442,2213
578783,2213
582521,2212
602431,2212
950306,2212
723519,2212
495910,2212
942148,2212
527502,2212
543429,2212
608366,2212
573028,2212
608250,2209
610228,2209
950323,2208
582583,2207
555257,2207
596668,2206
608188,2205
561223,2205
570756,2204
574831,2204
543454,2203
549248,2203
598468,2202
622659,2202
525547,2200
586554,2200
566974,2199
541347,2199
555245,2199
588443,2198
549259,2198
551204,2198
567096,2198
1064920,2197
598474,2196
588576,2196
950410,2196
576816,2196
1064897,2195
941923,2195
511606,2194
610298,2192
1001364,2192
533478,2192
527540,2191
537408,2190
565218,2190
561319,2190
549182,2189
724856,2188
588464,2186
608339,2183
484204,2183
484210,2181
610385,2181
608363,2180
543482,2180
572796,2179
566966,2179
572773,2179
991471,2179
1064922,2178
950196,2177
541388,2177
484163,2177
582505,2177
563305,2176
596552,2175
588633,2175
567018,2174
602347,2173
484153,2172
606411,2172
942090,2172
495987,2172
586583,2172
598475,2172
531434,2171
555399,2171
531455,2170
553241,2169
578605,2168
567108,2168
565210,2167
582509,2167
633056,2167
570803,2166
559110,2165
588620,2165
567099,2164
941945,2164
949970,2164
1001396,2163
622568,2163
561376,2162
608216,2162
602441,2161
596609,2160
572918,2160
582483,2160
527523,2159
610261,2158
941890,2158
942234,2157
563155,2157
598545,2156
606338,2154
1064965,2153
620729,2153
608233,2153
533529,2153
576778,2152
563234,2152
622525,2151
511495,2151
950517,2150
491935,2150
507668,2149
566946,2148
578678,2148
537384,2146
495956,2146
555395,2146
713288,2146
543424,2145
543564,2145
622489,2145
606317,2145
517577,2144
555461,2144
596569,2144
606283,2143
555319,2142
572896,2142
551224,2142
610186,2142
950366,2142
950333,2142
551227,2141
610135,2141
582476,2140
602260,2139
606392,2138
588475,2138
950310,2138
484086,2138
588442,2137
515563,2137
533395,2137
572794,2136
563279,2135
541566,2132
586607,2131
586574,2131
533373,2131
950325,2130
543435,2130
547251,2130
533585,2130
543492,2129
576787,2129
572881,2129
511548,2128
588658,2128
566972,2127
600352,2127
513623,2126
517621,2126
491979,2126
602295,2124
576851,2123
513597,2123
576699,2122
606431,2122
608259,2122
572952,2122
551249,2122
941967,2121
566955,2120
563291,2119
567037,2119
596626,2119
950106,2119
941886,2118
578727,2117
950314,2116
578809,2116
551169,2116
600482,2115
941831,2114
561359,2112
588510,2111
608402,2110
555485,2110
582462,2108
633044,2107
1064958,2104
582634,2104
1001383,2103
525511,2103
551146,2103
555525,2103
950378,2102
578596,2101
553225,2101
561217,2100
950239,2099
598526,2099
950104,2099
620616,2099
582552,2098
610198,2097
533447,2097
594698,2097
586650,2096
582618,2096
537352,2096
572871,2095
588580,2094
594784,2094
563176,2092
523483,2090
942161,2090
533412,2089
555542,2089
553226,2089
588447,2089
620622,2089
586618,2087
620644,2087
622710,2087
950275,2086
942369,2086
555387,2086
582433,2084
574914,2083
991459,2083
555202,2082
563180,2081
602381,2081
950113,2080
942325,2080
633009,2080
950368,2080
950064,2079
555396,2079
563262,2078
588648,2078
543400,2078
632977,2077
622708,2077
555197,2076
633094,2076
942407,2076
1001419,2075
608322,2074
942194,2074
555496,2073
511540,2073
693592,2073
950103,2073
565049,2073
543510,2072
941973,2071
594829,2070
600397,2069
633141,2069
533634,2068
495933,2068
511523,2066
551194,2065
576677,2064
555297,2063
533357,2063
596707,2063
596637,2062
610170,2062
566957,2062
572867,2062
511484,2061
491988,2061
942149,2061
713286,2060
517545,2060
600441,2060
950520,2059
993138,2059
533569,2059
551215,2058
561339,2058
484092,2058
596623,2057
950474,2057
950177,2055
594807,2055
572965,2055
596681,2055
555532,2054
633158,2053
950622,2052
570828,2051
991426,2051
942012,2050
563272,2049
620737,2048
942390,2047
543467,2046
600516,2045
622564,2045
950216,2045
622662,2043
555424,2042
551186,2041
537400,2041
525549,2040
523445,2040
563119,2039
531393,2039
600347,2039
541552,2039
950416,2039
511560,2038
541403,2038
484197,2037
484138,2036
561306,2035
950122,2035
525475,2034
551220,2033
515567,2033
622684,2033
551168,2032
608397,2032
1064977,2030
551189,2030
594765,2030
484072,2030
547140,2029
555505,2028
950092,2028
950145,2027
570813,2027
942413,2027
942112,2026
495897,2025
578592,2024
622600,2023
555460,2023
561212,2023
582617,2023
513600,2022
574948,2022
582528,2022
582430,2021
950316,2021
565014,2020
537402,2020
576751,2019
622714,2019
610094,2018
598606,2018
517596,2017
588512,2017
555222,2016
572967,2016
541508,2015
574862,2015
622636,2015
600343,2014
942411,2014
600507,2012
594806,2011
533556,2010
582640,2008
533422,2004
517580,2002
610333,2002
602276,2002
574820,2002
547145,2001
484115,2000
572863,2000
574869,1999
950076,1999
572915,1998
551213,1998
950440,1997
942318,1996
950631,1996
633123,1996
582453,1996
586587,1995
950538,1995
588483,1994
527510,1993
484207,1993
578675,1992
950537,1992
942060,1992
561380,1991
714546,1991
610279,1990
533503,1990
553218,1988
566981,1987
606435,1987
633182,1987
513554,1986
594685,1986
551154,1986
576788,1986
515588,1985
941936,1985
565119,1985
602380,1985
531474,1984
511487,1984
610129,1984
513551,1983
576783,1983
594737,1983
555164,1983
602290,1982
950211,1982
991462,1982
588487,1982
578624,1982
622523,1981
547219,1980
572968,1980
525492,1980
606304,1980
1064937,1979
561216,1979
574959,1978
633014,1978
513604,1977
596619,1977
942398,1976
555227,1976
950143,1975
600513,1975
602256,1974
541456,1974
950920,1974
1064933,1973
941804,1973
600461,1973
950289,1972
588526,1972
567083,1971
950227,1971
578793,1970
949966,1970
565127,1969
563244,1969
993098,1969
553265,1969
606438,1968
551257,1967
561239,1967
523424,1966
572803,1966
950198,1965
541476,1964
622599,1964
610171,1960
600483,1960
511578,1959
610324,1959
549220,1959
586691,1959
533406,1959
588672,1959
543405,1958
561303,1958
484117,1958
942067,1957
610240,1957
555474,1957
610154,1956
495966,1956
610168,1956
484199,1956
547135,1956
942360,1954
566959,1954
600489,1953
596616,1953
574769,1953
547180,1953
950683,1951
942266,1951
622529,1951
594733,1951
950046,1951
517605,1950
492007,1950
561331,1950
606379,1949
993732,1949
495902,1949
600472,1948
513584,1948
620584,1947
572832,1946
950749,1945
596561,1945
582452,1945
572831,1945
608399,1944
541470,1944
572935,1944
594747,1943
517599,1942
950317,1942
576754,1941
578633,1941
582564,1941
602368,1941
950164,1940
527525,1940
594644,1939
602249,1939
572868,1939
555234,1938
596548,1938
511513,1937
588552,1937
1064935,1936
566994,1936
565236,1936
950075,1936
594831,1936
507646,1935
594714,1935
608336,1934
942264,1934
596636,1934
541593,1934
950436,1934
622560,1933
537287,1933
572908,1933
950166,1933
578565,1932
566984,1932
622516,1932
495907,1932
543519,1932
582435,1931
620591,1931
608309,1931
561353,1930
594717,1930
563175,1928
608374,1928
596597,1928
578776,1928
598472,1927
541345,1927
567020,1926
578754,1926
576775,1926
942271,1925
622498,1924
491946,1924
511609,1923
565103,1923
610345,1921
633049,1921
570790,1920
565125,1920
563216,1920
950205,1920
567059,1920
574803,1919
553270,1919
950441,1918
525476,1918
588625,1916
942125,1916
561283,1916
517529,1916
610110,1914
1064957,1914
517564,1914
561299,1913
620667,1912
541432,1911
491888,1911
495949,1911
523511,1910
574842,1910
567100,1910
541342,1910
551158,1907
549254,1906
484167,1906
507660,1905
553176,1905
633160,1904
586572,1904
515553,1903
942049,1903
561255,1903
942309,1902
555378,1902
596666,1902
570806,1902
582575,1902
598578,1901
608327,1900
633119,1900
541449,1900
606376,1899
515577,1898
620764,1898
563135,1897
495981,1895
576673,1895
576732,1895
574890,1895
563329,1894
620686,1894
582473,1894
600348,1894
555350,1894
555144,1894
572855,1894
567062,1893
563193,1893
511558,1893
523510,1892
942384,1892
942293,1892
588460,1891
523430,1891
594776,1891
515586,1890
517538,1890
620645,1890
582554,1890
942061,1890
549224,1889
950285,1889
578664,1889
565246,1888
610327,1886
570761,1886
586633,1886
559124,1885
608330,1885
950783,1884
533540,1884
942415,1882
541402,1881
541500,1880
553261,1880
610238,1880
594734,1879
547173,1878
541547,1878
533390,1878
563159,1877
610164,1877
596715,1877
598441,1877
533385,1877
582606,1876
942314,1876
608241,1876
950695,1876
537311,1875
1001362,1875
950167,1874
602358,1874
991460,1874
553167,1874
600464,1873
541550,1873
950138,1873
586675,1872
594711,1872
541519,1872
553181,1871
588577,1871
555367,1871
598483,1870
565080,1870
567044,1869
620708,1869
620742,1869
941788,1869
513620,1868
620782,1866
991464,1866
602284,1866
950894,1864
608301,1863
586608,1862
565215,1862
565242,1861
578711,1860
537358,1860
950179,1860
551167,1860
565227,1858
993137,1858
588497,1858
543411,1858
596538,1856
606437,1854
537412,1854
598476,1854
950393,1853
565181,1853
572986,1852
622511,1851
555536,1849
561195,1849
567052,1848
555304,1847
565148,1847
573010,1846
602346,1845
547242,1845
533530,1844
950091,1844
942288,1843
588452,1843
533635,1843
570797,1840
491918,1840
525505,1839
537357,1839
620774,1839
588630,1838
541558,1838
491961,1837
531467,1837
588568,1836
559148,1836
565189,1836
942155,1836
563166,1835
574967,1835
566993,1835
574882,1835
555492,1834
547133,1833
513596,1833
531431,1832
567055,1831
533423,1830
578683,1828
517542,1828
950050,1827
574761,1827
541614,1827
555500,1826
553208,1826
602405,1825
941977,1824
588515,1824
511590,1823
561345,1823
588498,1823
602307,1823
566985,1823
507678,1821
578627,1821
495943,1821
588664,1820
541355,1819
511498,1818
950560,1818
622650,1818
484181,1817
537292,1817
1064943,1817
600511,1816
594725,1814
572981,1813
541599,1813
531460,1812
950627,1812
950094,1811
586555,1810
602330,1809
547172,1808
570833,1807
606334,1806
622501,1806
620743,1806
610147,1806
565096,1805
553169,1805
602348,1804
572893,1804
586595,1803
531468,1803
513616,1802
563318,1802
714547,1800
523517,1800
543551,1799
950336,1799
572795,1799
567051,1799
950180,1799
942034,1798
586626,1798
574861,1797
620607,1797
563270,1797
531439,1794
598454,1794
600512,1794
555183,1793
511528,1793
586624,1792
594655,1792
596577,1790
578794,1790
942084,1790
610220,1789
598560,1789
541434,1787
511538,1787
608205,1787
563237,1786
553179,1786
942386,1785
941983,1785
567040,1784
576792,1784
598498,1783
602304,1780
553207,1780
582501,1779
561293,1778
563246,1778
600500,1777
523428,1777
600357,1776
547158,1776
563308,1775
517602,1775
622540,1774
942128,1774
942278,1773
567109,1773
588558,1773
586556,1772
598492,1771
950226,1771
511490,1770
606332,1770
574848,1770
582573,1770
507665,1770
576796,1770
588704,1770
950222,1769
551250,1768
565077,1768
622703,1768
608388,1767
594793,1767
574792,1767
517567,1767
950586,1766
491996,1766
950412,1765
570771,1765
561285,1764
586681,1764
533534,1764
598479,1764
555191,1764
950033,1764
549214,1763
531475,1763
559191,1762
576838,1762
610194,1762
633198,1761
555274,1760
582434,1759
950087,1759
608206,1758
574824,1757
942117,1756
596701,1756
541390,1755
1064939,1755
950636,1754
537294,1754
484188,1753
484151,1753
543533,1752
633139,1752
610374,1752
602397,1751
541502,1750
588574,1750
949996,1750
574805,1749
555374,1749
941943,1749
561199,1748
606417,1747
620703,1747
567007,1747
942310,1747
596655,1747
606403,1747
570767,1746
610262,1746
578693,1745
586647,1745
531441,1745
610313,1744
547230,1744
942265,1743
543549,1742
950475,1742
594804,1741
949990,1741
547143,1741
588665,1741
525486,1740
541524,1740
563235,1740
596539,1740
574963,1739
606391,1739
561318,1739
633034,1738
553259,1737
942220,1737
596685,1736
567001,1736
484211,1735
549163,1735
555161,1734
941911,1733
950620,1733
1064910,1733
561364,1733
555405,1733
517624,1732
533510,1732
598603,1732
586663,1731
588671,1731
533414,1729
572978,1729
555242,1729
608227,1728
537350,1728
561200,1728
523503,1728
525539,1727
602254,1726
633080,1725
950395,1725
1064947,1725
513598,1725
942376,1725
549139,1724
942372,1724
950027,1724
610257,1724
950247,1723
565057,1722
555368,1722
574854,1722
539431,1721
950153,1721
608351,1721
573001,1720
555153,1720
608391,1720
606421,1720
565245,1719
565113,1719
533586,1718
582449,1717
941971,1717
950354,1716
721195,1716
596606,1716
582450,1715
533560,1714
632986,1714
513585,1713
950291,1713
547222,1713
561215,1712
541572,1712
633099,1712
511608,1712
537373,1711
950785,1711
586539,1710
602329,1709
576777,1708
633128,1708
586531,1708
610265,1707
622699,1707
515593,1707
950081,1707
566986,1707
533596,1706
633116,1705
586577,1705
547176,1705
533605,1705
553223,1704
492010,1704
602345,1704
588440,1704
555467,1703
543436,1703
574797,1703
549147,1702
606296,1702
555430,1702
553263,1702
541372,1702
594731,1701
574908,1701
941912,1701
622554,1700
541448,1700
555281,1699
610105,1698
950044,1698
608326,1697
565079,1696
602366,1696
572880,1696
1064961,1696
515630,1696
1001417,1695
555436,1694
596627,1693
594701,1693
578698,1693
574789,1693
602395,1692
541601,1691
588702,1691
941988,1691
610197,1690
570752,1690
600499,1690
949997,1690
588686,1689
576790,1688
555259,1688
572875,1688
950328,1687
950108,1687
549169,1686
576703,1686
574877,1686
950151,1685
541368,1685
941822,1685
492008,1685
594703,1685
572780,1684
950626,1683
537343,1683
533363,1682
578721,1682
484097,1681
950169,1680
602351,1680
523513,1679
533349,1679
543406,1678
533637,1678
950174,1677
484185,1676
588681,1676
950184,1675
533432,1675
537394,1675
586588,1674
588651,1674
942391,1674
600440,1674
484085,1673
950146,1673
547147,1672
574819,1671
633098,1671
567086,1671
582592,1670
598473,1670
551188,1669
567012,1669
578786,1669
942280,1668
950782,1668
484159,1668
515578,1667
588549,1667
588616,1667
555199,1667
602374,1667
555537,1667
602367,1667
533582,1666
950394,1666
606326,1666
541437,1665
541391,1665
594658,1664
610160,1664
570842,1663
572835,1663
633046,1663
563124,1663
594641,1663
941819,1662
578600,1662
549190,1661
572870,1660
600432,1660
507647,1659
563259,1659
950383,1658
942175,1658
515607,1658
533650,1658
574881,1657
513611,1657
950077,1657
572878,1657
561366,1657
942070,1656
586569,1656
495925,1655
555446,1652
541459,1652
950098,1652
610287,1652
950264,1651
942341,1651
555158,1650
567016,1650
572934,1650
572858,1649
620661,1648
608248,1647
541565,1647
610271,1646
608313,1645
574919,1645
537413,1644
606302,1644
602258,1643
602335,1643
588438,1642
574788,1642
576871,1642
574840,1641
606337,1640
598456,1640
523486,1640
588613,1640
950250,1639
537334,1639
950189,1639
596568,1638
573019,1637
582569,1637
570783,1636
570745,1636
582610,1635
606366,1635
547167,1635
515571,1634
555306,1634
541450,1633
596696,1633
950029,1631
553240,1631
582542,1631
582458,1630
596687,1630
602282,1629
555229,1629
567028,1628
950056,1628
561213,1627
596613,1627
549213,1627
582540,1626
572798,1625
600405,1625
622667,1625
541335,1624
507677,1623
950531,1623
622559,1623
566953,1622
578713,1622
531479,1621
541386,1621
513561,1621
600424,1620
950443,1620
549186,1620
563125,1620
563303,1619
541356,1619
553236,1619
600506,1618
950161,1618
620775,1618
610303,1617
555255,1617
578753,1616
561381,1616
561267,1616
1001338,1615
495908,1615
610266,1613
949998,1613
537401,1613
561220,1612
950536,1612
620773,1612
549252,1612
600387,1611
606310,1611
533572,1611
563211,1610
555410,1610
586614,1610
622678,1609
950348,1609
565065,1608
598503,1607
578595,1607
565231,1607
567005,1607
549256,1607
565194,1607
563142,1607
942013,1606
950049,1606
633038,1606
553212,1606
576875,1604
950183,1604
606401,1603
622694,1602
1001385,1602
484173,1601
950803,1601
555188,1600
942334,1600
594682,1600
608255,1599
602400,1599
950120,1598
541385,1598
576728,1598
555431,1597
533642,1597
551202,1597
533345,1596
610352,1596
513590,1596
543527,1595
578667,1595
523526,1593
950163,1592
549187,1592
541346,1592
511556,1591
950765,1591
533517,1590
555260,1590
551244,1590
950736,1590
574856,1589
622495,1589
515600,1589
600449,1589
600477,1589
555151,1589
610175,1588
620659,1587
1064984,1587
600431,1587
594699,1586
610205,1586
565015,1586
1064906,1585
533361,1585
565233,1585
950281,1585
600363,1584
533479,1584
533627,1584
531469,1583
484205,1582
515590,1581
1064988,1581
495931,1580
586644,1580
950309,1579
610117,1579
598575,1579
517588,1579
620757,1579
941798,1578
533532,1577
950302,1577
610308,1576
720489,1576
610156,1575
586698,1575
541370,1575
632996,1575
610166,1573
586551,1573
537349,1573
993140,1572
511568,1572
620611,1572
941863,1571
950353,1571
567048,1570
539407,1570
578622,1570
555235,1570
513570,1570
572789,1569
622700,1569
1064985,1569
549170,1568
570835,1568
541505,1568
610124,1567
537299,1566
565031,1565
531473,1564
533527,1563
555321,1563
633022,1561
515612,1561
606412,1561
515558,1560
950061,1560
594789,1558
541616,1558
565197,1558
596584,1558
576666,1557
950431,1557
576852,1557
561250,1556
559132,1556
588637,1556
537368,1555
942050,1554
633171,1554
950133,1553
541467,1552
491914,1552
491902,1551
563133,1550
610373,1550
541584,1549
586679,1548
573037,1547
559107,1547
543446,1546
950168,1545
525491,1545
525521,1545
942316,1545
586623,1544
608202,1544
541563,1544
950220,1543
527553,1543
561337,1542
495958,1542
561228,1542
594741,1542
610349,1541
578751,1541
578672,1541
608219,1541
606375,1541
942268,1540
576850,1539
594768,1539
511480,1539
622676,1539
588520,1538
495906,1537
950840,1537
523512,1536
533448,1536
543536,1535
594697,1535
610165,1535
610245,1534
598576,1533
950830,1533
596667,1533
551182,1533
586657,1532
563311,1532
598589,1531
622490,1530
570759,1530
950072,1530
517584,1529
555534,1529
600368,1528
553197,1528
537288,1528
594790,1528
576859,1527
555459,1527
543483,1527
586680,1526
543529,1526
588507,1525
620595,1525
553219,1524
570812,1524
491952,1524
598530,1524
588682,1523
950119,1522
495974,1521
541535,1521
563316,1520
620609,1520
582566,1518
942226,1518
586611,1517
543516,1517
531394,1517
942308,1516
565237,1516
484102,1515
541361,1515
588691,1515
689957,1515
523535,1514
598494,1514
572830,1514
565028,1514
950346,1513
596714,1512
594799,1512
553170,1512
598537,1512
567031,1511
600361,1511
950307,1510
594720,1509
541527,1509
588491,1508
533598,1508
539429,1507
606289,1506
553246,1505
559194,1505
511570,1504
602302,1503
991451,1503
633029,1502
574980,1502
950690,1501
578651,1501
578639,1501
582520,1500
942058,1498
617834,1498
586570,1498
513622,1497
582425,1497
942332,1495
578810,1495
555530,1495
565089,1495
608273,1494
515580,1494
513586,1493
537389,1492
1064926,1492
572778,1492
578588,1492
576802,1491
588652,1491
602439,1491
555409,1491
633179,1490
555362,1490
543488,1489
950918,1488
622512,1486
565142,1484
565213,1484
608270,1484
576733,1482
555194,1481
559117,1481
561286,1481
950685,1481
541526,1481
606352,1480
602324,1480
950228,1480
950142,1480
942378,1479
533587,1477
950388,1477
574962,1475
608323,1475
941964,1474
950327,1474
622609,1473
600430,1472
942382,1472
541379,1471
541429,1470
941811,1469
941771,1469
582404,1468
523484,1467
555150,1467
576689,1466
543528,1466
594826,1466
949977,1465
610113,1465
582414,1465
484083,1464
570825,1463
525534,1462
541482,1461
950140,1461
586599,1460
533515,1460
596580,1459
484069,1459
610143,1458
942077,1457
950446,1456
596699,1456
572884,1456
533370,1455
533544,1454
598462,1454
561266,1454
632995,1452
541569,1451
610282,1451
533407,1450
596612,1450
484076,1448
566945,1447
588484,1447
950509,1446
582551,1446
608210,1445
549159,1444
1001394,1444
950849,1443
950514,1443
602299,1443
484144,1443
563229,1443
950862,1442
572869,1440
950451,1439
547205,1439
523515,1438
495975,1437
950200,1437
941766,1435
1001437,1435
633071,1434
561296,1433
608352,1433
555495,1432
602337,1432
578583,1431
517620,1431
523507,1431
606385,1430
586605,1430
533617,1430
559162,1430
622542,1429
633059,1428
942065,1427
513591,1426
513594,1426
606322,1426
950550,1426
543455,1425
523537,1425
495964,1425
566927,1423
543409,1422
565086,1422
594767,1421
950606,1421
1064934,1420
553267,1420
574913,1420
582513,1420
495944,1419
622620,1418
582512,1418
543452,1418
541399,1417
942354,1417
541340,1416
620772,1416
572809,1416
559135,1416
950592,1416
555312,1415
567111,1414
608203,1414
606396,1414
543427,1414
950090,1413
598452,1412
541522,1412
588500,1411
620596,1410
563136,1410
572807,1408
610225,1408
574853,1408
620780,1408
950110,1407
582423,1406
555285,1406
942335,1405
610277,1405
588673,1404
942020,1404
950280,1404
563183,1403
610304,1402
622541,1401
950294,1401
588579,1399
572767,1399
950144,1398
555468,1397
559145,1397
1001347,1397
533434,1397
588518,1396
608294,1396
551173,1395
555323,1395
572886,1395
582508,1395
588433,1394
484222,1394
610176,1393
942150,1393
620658,1393
1001363,1392
559167,1392
533413,1392
620623,1392
950111,1392
596595,1391
594787,1391
572941,1390
586672,1389
950693,1388
563191,1387
942367,1387
495941,1387
547138,1386
620605,1385
942136,1385
586695,1384
576667,1384
586547,1383
566929,1383
555223,1383
572903,1382
495912,1382
586677,1382
533382,1382
950066,1381
541512,1381
950132,1381
582621,1380
608304,1380
608300,1379
942292,1376
555498,1376
578804,1375
610246,1375
533350,1374
533578,1374
620748,1374
