Precinct ID,Number of Voters
598429,1374
608384,1374
950025,1373
578764,1373
950237,1373
588581,1373
950493,1372
523433,1372
608276,1372
942379,1372
950301,1371
620594,1371
622570,1371
578787,1370
551180,1370
495979,1370
567078,1370
950243,1369
561334,1369
950158,1369
610161,1368
610195,1368
950043,1367
492002,1367
610386,1366
566951,1365
582590,1365
549232,1364
484122,1364
588457,1363
511479,1363
555184,1361
547141,1361
950532,1360
588495,1360
549140,1360
588532,1360
608207,1359
950079,1359
541536,1358
553262,1358
523467,1358
567015,1357
484214,1357
578629,1357
576774,1356
582530,1356
511594,1356
572806,1355
942217,1355
950186,1354
572865,1354
610256,1354
561271,1353
950255,1352
991414,1351
610184,1351
565220,1350
513545,1349
596645,1349
563118,1349
586597,1347
600457,1347
563138,1346
555253,1346
555165,1346
588670,1346
633137,1346
578767,1345
950093,1344
620619,1344
598532,1343
594797,1343
567094,1343
555254,1342
588431,1342
588588,1342
533608,1342
602332,1341
950851,1341
598549,1341
513618,1340
950109,1340
551237,1339
551155,1338
633072,1338
942290,1336
598567,1335
600414,1335
598598,1334
606416,1334
588598,1334
588680,1334
537367,1333
547240,1333
594778,1333
588482,1333
594813,1332
515584,1332
541528,1332
551240,1332
533610,1331
598591,1331
594665,1331
608193,1331
622513,1331
574823,1330
594802,1330
941769,1330
565144,1330
537302,1329
942389,1329
610353,1328
620728,1328
598490,1327
566995,1327
572776,1324
602375,1324
531406,1324
563327,1324
950700,1323
517573,1323
563143,1323
563328,1322
517622,1322
495899,1321
594730,1321
594642,1321
596540,1320
570795,1319
942267,1319
950210,1319
600485,1318
586639,1317
576687,1317
574884,1317
941870,1317
582582,1316
1001416,1316
600416,1316
549141,1315
942297,1315
582515,1314
594746,1314
527529,1313
533538,1313
602251,1313
555392,1313
606354,1312
527497,1312
950510,1312
578674,1311
586562,1311
563205,1311
950053,1310
565027,1310
570792,1310
942347,1310
513560,1310
620598,1309
484112,1309
950389,1309
515562,1308
594736,1308
594638,1308
533568,1307
950792,1307
596629,1306
531480,1306
950190,1305
563225,1304
543358,1304
950539,1304
950290,1304
533498,1304
633146,1303
491971,1303
551198,1302
942227,1302
565183,1302
531401,1302
491904,1302
533391,1299
588455,1299
513559,1299
574844,1299
531400,1298
537411,1298
950204,1298
565228,1298
941949,1298
561209,1297
517626,1296
596563,1296
598433,1296
578604,1296
553247,1296
555352,1295
576831,1295
537353,1295
596574,1294
596669,1294
942056,1293
547160,1293
511478,1293
563335,1292
513606,1292
561357,1292
537326,1291
620693,1289
598568,1289
565047,1288
515616,1287
620705,1287
533571,1286
942171,1286
598512,1286
537297,1285
555411,1285
941779,1285
541420,1284
950422,1284
602265,1284
533609,1283
600475,1283
596610,1282
566925,1282
942259,1282
610311,1282
574924,1281
610116,1281
606330,1281
533506,1281
570804,1281
513615,1281
582581,1281
531442,1280
941837,1279
633122,1279
491957,1279
950299,1278
523514,1277
523457,1277
547162,1276
950420,1276
942342,1275
555543,1275
551211,1275
602342,1275
572916,1274
543426,1274
572793,1272
549211,1271
582538,1271
633161,1271
588656,1270
525533,1270
515589,1270
517581,1270
541349,1269
594667,1269
533490,1267
942010,1266
574776,1265
495913,1265
582457,1265
941825,1265
596646,1265
950890,1263
491905,1263
596557,1261
941768,1261
594795,1261
596634,1260
622538,1260
942317,1259
515572,1258
495929,1258
582635,1258
574809,1258
950157,1258
633102,1257
541620,1256
602355,1254
598437,1253
525494,1253
570769,1253
594770,1253
559178,1252
610095,1252
586684,1251
610359,1251
950100,1250
525471,1250
555159,1250
567120,1250
586630,1250
517633,1250
547186,1249
588566,1248
491889,1247
596643,1246
567009,1246
582628,1246
517598,1246
942340,1246
950846,1245
541591,1245
610260,1245
547201,1244
567071,1244
950193,1243
950136,1243
582584,1243
555232,1243
533580,1243
950594,1242
549253,1241
950147,1241
533505,1239
523509,1238
693591,1238
533516,1237
942053,1237
610142,1237
942059,1237
950585,1236
622653,1236
608264,1235
991463,1235
950515,1235
588501,1235
600436,1235
543476,1235
610213,1234
950326,1233
586628,1233
602392,1233
608279,1233
941823,1233
576822,1232
950385,1232
551147,1231
541436,1231
633134,1231
555473,1230
602264,1230
527516,1229
942294,1228
517595,1227
561329,1225
572956,1225
551242,1224
950345,1224
555275,1224
507682,1223
608333,1222
950201,1222
553250,1221
610236,1220
574868,1220
582578,1219
543473,1219
598554,1219
610305,1219
565016,1218
588556,1218
582625,1215
572827,1215
950498,1215
600365,1214
491891,1214
622671,1213
563275,1213
541557,1212
594681,1211
543485,1211
942393,1211
543484,1210
525477,1209
561226,1206
633180,1206
608265,1206
527530,1206
622536,1205
950612,1204
950916,1204
565156,1204
574832,1203
555476,1202
547235,1202
563127,1201
600439,1201
620747,1201
594830,1201
565167,1200
950349,1199
547197,1199
513568,1199
578665,1199
586560,1198
484215,1198
588542,1198
563256,1197
563208,1197
582411,1197
573031,1197
559160,1196
594687,1196
541384,1196
561326,1195
596628,1195
567029,1195
531417,1195
541570,1194
574905,1194
576714,1194
533487,1193
559149,1193
942225,1193
942323,1193
541442,1192
582533,1192
620631,1192
572842,1191
950779,1190
942186,1190
578782,1189
582419,1189
942139,1188
594672,1188
572891,1188
491972,1187
578593,1187
565099,1187
610268,1187
602448,1187
594659,1186
563290,1186
533626,1185
533419,1185
578657,1184
950512,1184
484177,1184
993136,1184
539406,1183
563330,1183
565020,1183
942408,1183
523488,1183
582470,1182
606335,1182
555508,1182
950413,1182
551152,1182
555310,1182
543472,1182
622647,1180
553234,1180
533545,1180
620630,1179
950421,1179
620626,1178
1064989,1178
950559,1178
576795,1178
551205,1177
533535,1177
537361,1177
572960,1177
949991,1176
633093,1176
563141,1175
525513,1175
941761,1174
950288,1173
574994,1173
511546,1173
484116,1173
942216,1173
555497,1172
578807,1172
515585,1172
942180,1172
525489,1171
555138,1170
563299,1170
598563,1170
950192,1170
570780,1170
537307,1169
527519,1169
594700,1168
582439,1168
555356,1167
633075,1166
582488,1165
533378,1164
942349,1164
543367,1164
576735,1164
588644,1164
949976,1163
576707,1163
491984,1162
574771,1162
620635,1162
576814,1161
566965,1161
950632,1160
598557,1160
942178,1160
602244,1159
942167,1159
950439,1158
610366,1158
622649,1158
537310,1158
491981,1157
602443,1157
622549,1156
942068,1156
950040,1156
566941,1155
574865,1155
598586,1154
570770,1154
507662,1154
596692,1154
553209,1153
602427,1153
547153,1152
594660,1152
551138,1152
547168,1151
598439,1151
572932,1150
572888,1150
513593,1150
942004,1150
543521,1149
578733,1148
633184,1148
622583,1148
942291,1147
541360,1147
533521,1145
588538,1145
950095,1145
942295,1144
622625,1144
620643,1143
565090,1143
578704,1143
633205,1142
561350,1142
942085,1142
547193,1142
950380,1142
586676,1141
633153,1141
576715,1140
578648,1140
543419,1140
950149,1140
606291,1139
567082,1138
551225,1138
567054,1138
950438,1138
541422,1137
567004,1136
559142,1135
600384,1135
574828,1134
539426,1134
543342,1134
555407,1134
527528,1134
531466,1133
563315,1133
620735,1132
523446,1132
950617,1131
561300,1131
543508,1131
541359,1130
517623,1130
511486,1128
633066,1125
578800,1125
602449,1125
539422,1124
991415,1124
484179,1124
588634,1122
543531,1122
620651,1122
543553,1121
525522,1121
491982,1120
533442,1120
588659,1120
533352,1119
578714,1118
942385,1116
511502,1116
563251,1116
573036,1116
543479,1114
942174,1114
950688,1114
491943,1114
572963,1114
572980,1114
594705,1113
549194,1112
942189,1112
950764,1110
942224,1110
511562,1109
608260,1108
513569,1108
574821,1108
576815,1108
492011,1108
555445,1108
586561,1107
567103,1106
1064928,1106
949957,1106
511585,1106
572942,1105
555462,1104
596717,1104
566952,1104
602437,1103
991425,1103
531395,1103
610314,1103
574981,1102
950397,1102
565091,1101
523477,1101
596555,1101
561203,1100
950533,1099
610152,1099
991453,1098
576765,1098
633000,1098
513575,1097
596683,1097
565162,1097
511564,1096
555148,1096
633201,1096
541460,1096
576848,1096
598593,1095
570826,1095
598592,1095
565118,1093
586575,1093
565037,1092
598580,1092
574934,1091
537410,1091
541354,1089
563165,1088
586546,1088
950032,1088
596716,1087
559115,1087
541418,1087
555276,1087
622709,1086
608380,1086
563148,1084
950460,1084
547170,1083
574855,1083
1070353,1082
533405,1082
620733,1081
513573,1081
620711,1081
950684,1081
606311,1081
610138,1080
608209,1080
596565,1080
572781,1080
484134,1079
549199,1079
572985,1079
610218,1079
588527,1079
574926,1079
565105,1078
633194,1078
561290,1077
588594,1077
1001415,1077
582420,1076
588695,1075
547245,1075
484073,1074
549221,1073
576776,1073
950599,1073
572786,1072
555386,1071
565188,1071
588599,1070
515608,1070
594758,1070
588546,1070
491987,1069
533458,1069
541564,1069
588662,1068
610222,1067
633053,1066
563309,1065
553204,1065
993142,1065
602353,1063
582485,1063
596581,1063
574918,1062
620624,1061
495909,1061
602389,1060
600443,1060
547213,1060
576749,1058
950126,1057
367414,1057
543373,1057
942122,1057
570762,1056
594674,1056
549217,1056
555348,1055
596672,1055
495947,1055
565082,1055
600471,1054
942115,1054
553252,1054
950456,1052
574988,1050
1064945,1049
942138,1048
582591,1048
610381,1048
572996,1048
576701,1048
511542,1047
555520,1046
549176,1046
622575,1046
582535,1046
950448,1045
622693,1045
950758,1045
582437,1044
578599,1044
610250,1041
632972,1041
559186,1039
950031,1039
541487,1039
566934,1039
555271,1039
950060,1037
517549,1037
547171,1037
586665,1037
633129,1036
517625,1036
484110,1035
598599,1035
574816,1034
523536,1034
491977,1034
572785,1034
555308,1033
563284,1033
574766,1032
531449,1032
942002,1032
950470,1032
484201,1032
950178,1031
576739,1030
588492,1030
511567,1029
993143,1029
950458,1029
610331,1028
537312,1028
586591,1028
942300,1027
598450,1027
942008,1024
555523,1024
572774,1024
567024,1023
620603,1023
533643,1022
533618,1021
549215,1021
610255,1021
622569,1021
484152,1020
565083,1019
537320,1019
563212,1018
533467,1017
950518,1016
620714,1016
596614,1015
622632,1015
950919,1014
941791,1013
942035,1013
523438,1012
600456,1012
555270,1011
570787,1010
511549,1010
606316,1009
620722,1009
555540,1009
549165,1009
942162,1009
561270,1008
942063,1008
950751,1008
572954,1008
633090,1008
594671,1007
950295,1007
574951,1007
515617,1007
561231,1006
547187,1006
942274,1006
620670,1005
567046,1004
495919,1004
525468,1003
551162,1003
602246,1003
622558,1003
555142,1003
563249,1003
950139,1003
555201,1001
606383,1001
594773,1000
543448,999
950407,999
533539,998
576725,998
942260,996
602331,996
576779,996
484106,995
610264,995
608278,995
543494,995
633169,994
586654,993
515602,993
567095,993
950381,993
555309,992
572788,992
543460,992
942042,992
950074,991
598511,991
484105,991
602277,991
561269,990
555192,989
950544,989
622629,988
543514,987
551197,986
533612,985
553172,984
574814,984
608290,983
578750,983
950701,982
950171,982
525488,982
950914,981
511553,981
991431,979
537364,979
495936,978
533462,978
574804,977
574798,977
551200,976
941982,975
576878,975
537325,975
574991,975
543374,975
572856,975
484108,974
541495,974
588618,974
949988,974
1064974,974
606425,973
949995,973
950487,972
513553,972
633148,972
588683,971
578642,971
950513,971
551248,971
610299,970
633197,970
541486,969
942057,969
570808,968
950432,968
632984,968
610278,968
515555,967
511517,967
533653,967
511543,967
606406,967
620679,966
594634,966
495957,966
596694,965
598438,965
574903,965
942301,964
572805,964
620761,963
606397,963
608335,963
484198,963
533500,962
582523,962
537327,962
582432,962
491926,962
632987,961
555289,961
633087,959
573021,959
555475,959
950864,959
942054,958
950207,958
578610,958
588629,958
533426,957
578801,957
588449,957
574915,957
608329,957
594708,957
572851,956
541576,956
582503,955
950468,955
563174,955
507663,954
620633,954
608340,954
563280,954
541589,953
602323,953
543443,953
533511,953
950882,952
950384,952
513592,951
598516,951
633001,950
598463,949
561246,949
610307,949
610104,949
602442,949
574781,948
576738,948
942380,947
588605,947
567010,946
567110,946
582585,946
950496,945
576877,945
701647,945
559156,944
594650,944
525543,942
565133,941
588627,941
576664,941
941770,939
942333,939
1064976,939
600381,937
484219,937
950571,936
950860,936
950423,936
491983,935
574841,935
513572,934
555486,934
543491,933
598443,933
533495,933
533652,933
594689,932
543563,932
566948,932
582507,931
596622,931
633088,930
620673,930
515576,930
942111,928
573012,928
507687,928
941767,928
559188,928
559158,927
565036,927
566969,927
553193,927
620749,926
950871,925
547191,924
950286,923
541344,923
539423,923
555193,922
523506,921
622499,921
484077,920
602319,920
620721,919
950847,918
574921,918
537348,918
950505,917
689958,917
551171,916
950892,915
950492,915
555134,915
573009,914
950528,914
578623,914
633057,913
484150,912
555173,912
547169,912
574933,911
517574,911
527549,911
586535,911
523463,910
620752,910
950130,910
600450,909
555450,909
622592,909
561260,908
551222,908
555203,908
582536,908
950634,907
551151,907
950450,906
586646,906
620682,906
610336,905
620768,904
950753,904
495922,904
620713,903
942046,903
567117,903
600517,903
570839,902
523540,902
549241,901
515554,901
567089,899
555172,899
602325,899
531402,899
541529,899
582622,898
563288,898
495917,898
484067,897
555507,897
565172,897
600427,896
537378,896
632983,895
570830,895
949984,895
515568,894
608317,894
563162,893
942137,893
600370,893
942345,893
549258,892
572772,891
632978,890
537330,890
633157,889
586582,888
596670,888
570776,887
596586,887
620710,886
567066,886
950073,886
576745,885
541488,884
511474,884
941846,884
537399,884
561341,884
720487,884
622548,883
942069,883
610254,883
572864,883
950596,883
610326,883
598478,882
586658,881
576810,881
596686,881
1064908,881
950034,880
600407,880
1064927,879
622546,879
950318,879
594713,879
555147,878
541444,877
555419,877
565013,876
950399,875
942169,875
608293,874
543442,874
588488,873
941978,873
551196,872
606446,871
950414,871
570758,871
541539,870
950284,870
950489,869
620680,868
531446,868
950305,866
541577,866
543545,866
576688,866
553185,866
555334,865
950689,865
553202,865
594762,865
588690,863
572948,862
525483,862
547241,862
576836,862
942022,862
942025,861
547139,860
491915,860
941797,860
531435,860
942158,859
541441,859
633027,859
573017,859
622651,858
578757,858
484158,857
495959,857
588563,855
578791,855
567092,854
950535,853
610284,853
950024,853
950905,853
576727,851
620758,851
523432,849
941820,848
574936,848
553230,848
541549,848
950418,847
549193,847
942079,846
602259,846
941760,845
574964,845
517565,845
594683,843
572971,843
576803,843
547243,842
1064899,842
586602,841
942302,841
543349,840
622532,840
633127,840
484078,839
950152,839
602349,838
582518,838
950767,838
541606,838
576705,838
622588,836
602291,836
531488,836
950293,835
491985,834
565025,834
610289,834
549206,833
574972,831
588516,831
942145,831
572857,831
950577,830
586593,830
606342,829
991420,828
588653,828
633187,827
622643,827
533440,827
578582,827
610232,827
602263,826
598547,826
600508,826
563320,826
950023,825
541387,825
576681,825
511525,825
586694,825
941821,824
537351,823
594728,823
537404,823
950696,823
600474,822
606440,822
553254,822
495976,821
942193,821
484195,821
598496,821
525501,820
942092,820
495977,820
942157,819
559146,819
563186,819
610162,818
610158,818
578661,818
991455,818
582594,818
608342,817
574954,816
588565,815
622642,815
950055,815
620608,814
543413,814
559154,813
633025,813
555140,813
578662,813
942108,811
950016,810
578765,810
574928,810
561243,809
533421,809
563151,809
517606,809
574966,808
533351,808
565153,808
491970,807
517553,807
588569,807
491980,807
563200,807
588474,806
549174,806
517639,805
559129,805
622685,805
942144,805
622565,804
598579,803
608319,803
541411,803
523490,803
942015,803
950390,802
1064909,802
541517,801
527508,801
950419,801
541520,801
578731,801
555376,801
606418,801
563334,800
950819,800
699292,800
950052,797
588534,797
559123,797
942326,796
563202,796
565141,796
578735,796
582440,795
594800,795
610188,794
633177,794
398734,793
633043,793
620677,792
549178,792
942195,792
541586,791
588609,791
517630,791
942299,790
555394,790
633054,789
942211,789
602317,789
633015,788
582545,788
551142,788
491969,787
572849,787
567003,787
620767,787
513595,787
600349,787
586527,786
565150,786
491911,786
942177,785
563252,784
572938,784
533528,784
563322,783
610270,783
551164,783
610199,783
588641,783
543380,782
596635,782
950844,782
541394,780
942156,780
942163,780
533645,780
574887,779
533494,778
533499,778
574796,778
594760,778
570746,777
491909,777
588489,776
608381,776
586667,775
567030,774
942284,774
541580,773
586584,773
594752,773
513583,773
622641,773
511603,773
596633,772
555452,772
610146,771
602370,771
511547,771
950602,771
610106,771
942289,771
547215,771
555157,770
594828,770
565019,770
622697,769
620642,768
515618,767
555521,767
555336,767
491999,767
600351,766
563184,764
588441,764
586638,764
620702,764
942371,763
950223,763
991427,763
596702,763
942000,763
610348,763
578580,762
547249,759
572897,757
539425,756
596602,756
576729,756
491916,756
582463,755
559175,755
531408,755
606382,755
484114,754
950296,754
582570,754
622615,753
551130,753
563172,752
523523,752
582532,751
572962,751
942296,751
578749,751
588451,751
484131,750
574990,749
942003,748
555220,748
596649,748
594815,748
606442,748
541588,747
567019,747
495916,747
578777,747
566978,747
541540,746
578570,746
586567,746
602396,745
495954,744
950811,744
950481,743
941845,743
941816,742
555499,742
541376,741
606362,741
551235,741
555238,740
600484,740
513547,739
942414,739
513609,739
551176,738
950922,738
527522,738
942331,737
507676,737
949965,737
541555,737
527527,737
492003,736
491964,736
549162,735
533397,735
608299,734
608262,734
950879,734
950917,734
950915,734
578653,734
606445,733
574775,733
523476,732
588643,732
1064930,732
608243,731
1064916,730
572974,730
950573,730
539416,729
941951,729
507688,729
574801,728
949968,728
950197,728
574817,728
588589,727
576844,727
565063,727
596579,727
598544,726
600389,726
517590,726
950340,725
633026,725
950483,724
620694,723
602409,723
555478,723
515569,723
588657,723
950564,722
523525,721
942212,719
578579,719
586590,719
527536,718
572890,718
563302,718
527534,718
491929,717
950868,717
950603,717
594723,716
543441,716
950629,716
574768,715
598487,714
484161,714
608369,714
620676,714
950156,714
941803,713
563213,713
633035,713
576826,712
608236,712
566961,711
950621,711
582586,710
555369,710
608303,710
622601,710
539408,709
543364,709
608350,709
573004,709
549160,708
950387,707
942001,707
517547,707
950831,707
573033,706
561272,706
574955,705
633150,705
596596,705
610215,705
993106,705
622585,705
576804,704
602243,703
608405,703
551261,703
541618,703
517591,702
563123,702
563338,702
533424,701
555483,700
606439,700
610196,700
555168,699
543378,699
511519,699
491966,698
543392,697
574880,697
602310,696
942134,696
565087,695
622646,693
596618,693
565193,692
570793,691
531462,691
942011,691
582477,691
549166,691
942324,691
523426,690
561367,690
578770,690
608310,690
950298,689
574864,689
620663,689
513613,689
517604,689
596553,689
393436,688
533647,688
553264,687
563293,687
513581,686
620726,686
633121,686
596598,686
559108,686
598471,686
620657,685
495924,685
547217,684
511518,683
1064940,683
574852,683
949973,683
606294,682
586685,681
602426,681
1064901,679
484191,679
565126,679
942197,678
574922,678
602425,678
543423,678
610167,677
543361,677
942165,677
527501,677
602384,676
533372,674
543556,674
533348,673
610346,673
570749,673
582448,673
1064932,672
491949,672
588663,672
541468,671
563144,671
610139,671
563300,671
565140,671
578647,670
942129,670
582619,670
578712,670
586573,669
537296,669
596676,669
608358,669
525548,669
598601,668
950589,668
950379,668
551136,667
570798,667
598607,667
537369,667
600391,667
537381,666
533480,666
610189,666
608334,665
561201,665
574942,665
610096,665
572782,665
517544,664
523505,664
950344,664
563255,664
574960,664
582607,663
606394,663
582601,663
950842,662
565136,662
547130,662
543550,662
531410,661
574762,661
533651,661
942219,661
622655,661
602294,660
533600,660
950786,660
608320,660
511581,660
559168,659
586558,659
563298,659
1064999,659
543530,658
950009,658
566937,657
620712,656
598480,656
491989,655
608247,655
578789,655
551239,655
594678,654
555221,653
533526,653
608220,653
547155,653
950417,652
565058,651
942258,651
950740,650
565211,650
598491,649
633167,649
527558,649
600404,649
525469,647
942254,647
563214,647
539410,646
561322,646
608253,646
950453,645
576737,645
598482,645
633176,643
594749,642
547150,642
950562,642
561221,642
582475,641
578752,641
537346,641
515560,641
941991,640
610145,640
517559,640
633164,639
602369,639
949975,639
582412,639
551223,638
578716,638
991454,638
689959,637
559190,637
507666,637
598605,637
566998,636
531403,635
950595,635
531463,635
1001381,634
610338,634
586631,634
572924,633
561324,633
608306,632
941844,632
942140,632
527498,632
539432,631
523470,631
578670,631
598449,631
582605,630
608213,630
555518,629
543365,629
602360,629
525510,628
576843,628
582442,628
1064914,628
511607,627
549218,627
950457,626
525504,626
588631,626
533488,626
1064959,626
596718,626
942361,626
561310,625
517582,624
543468,623
495952,623
570807,623
942275,623
565066,623
942091,623
582522,623
576863,623
991413,622
576855,622
633143,622
533597,621
574857,621
578669,621
515598,620
533435,620
511532,619
602297,619
950047,619
523454,618
950549,618
610318,618
610134,617
541598,617
633163,617
622603,617
547229,616
633136,616
602413,616
942014,615
588614,615
527532,615
555305,615
586565,615
941776,614
942281,613
549192,613
950869,612
610288,611
950856,610
517571,610
582561,609
561234,609
598550,609
541382,608
588661,608
507656,608
537291,608
549188,608
942330,606
942298,606
565050,606
539419,606
574987,605
543440,604
484165,604
594754,604
527535,604
566926,604
594696,604
602387,604
549172,603
572826,603
949967,603
950757,603
578778,602
600451,601
1064991,601
533359,600
565101,600
531484,600
543505,599
600446,599
543352,599
942245,599
588467,599
950584,598
941810,596
606319,595
632990,595
578709,594
582534,593
515603,593
576841,592
950855,591
596589,591
561225,591
565123,590
527506,590
570802,590
565043,590
541538,590
596630,589
699293,589
555155,589
602352,589
602280,589
608223,588
523529,588
555187,588
598566,588
555398,588
942370,588
622704,588
533474,587
586696,587
547161,587
484135,586
610249,585
567102,585
942146,584
588435,584
515573,584
622679,583
574825,582
941808,581
491892,581
576686,581
610364,580
950485,579
582526,579
563317,579
531427,578
596679,578
565171,578
596680,578
578625,577
622526,577
594651,576
565229,576
547131,576
941830,576
567000,575
555438,575
633114,575
942179,574
633021,574
513587,574
610237,574
561280,574
602314,574
941799,573
582527,573
942192,573
547218,573
576833,572
633178,572
633109,572
523492,571
594761,571
537360,571
563219,570
942109,570
517552,570
555200,570
563206,569
547224,569
633042,569
606377,569
533491,569
570753,568
555416,568
565200,568
588700,568
600465,567
596547,567
622666,567
541374,567
942159,566
543393,566
561309,566
598522,566
608332,566
567002,566
523456,565
594704,565
511544,565
515605,565
541464,564
513546,564
531412,564
576697,564
555292,564
991447,562
492012,562
582593,561
596534,561
567021,560
576736,560
555413,560
942397,559
491975,559
549143,559
610206,559
555517,558
598594,558
950902,557
942045,557
582472,557
578796,557
950611,557
942074,556
608228,556
950529,556
543532,555
633170,555
950208,555
547232,555
555422,554
543385,554
559127,553
633083,553
549197,552
574956,552
541414,552
586576,552
566940,552
598467,552
523522,552
563189,551
527550,551
622613,551
491897,551
533594,551
923099,550
570777,550
610229,550
588611,549
537405,549
576758,549
588687,548
543398,548
572810,547
525532,546
578597,546
606427,545
950312,545
582597,545
533646,545
606419,545
600458,544
561311,544
950858,543
950889,543
950455,543
555208,543
588469,542
582405,542
596708,542
576811,542
598531,541
942036,541
574925,541
507684,541
586629,540
596653,540
610319,540
620629,540
950212,538
561365,538
523538,538
941832,537
620707,537
993141,537
541457,537
942130,537
588493,536
594647,535
582638,535
942124,534
586661,534
567065,534
949964,534
602403,534
495937,533
942107,533
620669,533
620675,532
942131,532
491923,532
573032,531
533512,531
533355,531
991436,531
549225,531
600504,531
578738,531
533551,530
633002,530
620739,530
950101,530
547220,530
950494,530
600470,528
606415,528
555327,528
588536,528
573020,527
484187,527
539421,527
533362,527
570794,527
551166,526
588660,526
610224,526
608245,525
1064998,525
950795,525
576860,525
610300,525
950000,524
588456,524
572940,523
565223,523
561328,522
622553,522
563281,522
950148,521
555295,521
523425,521
576797,520
950191,519
578626,519
517615,519
582630,519
594727,518
561254,518
555501,518
572887,517
600481,517
942321,517
942282,516
598513,516
1064902,516
572816,515
588684,515
596658,515
541521,514
565219,514
596657,514
515609,513
602279,513
596662,512
598529,512
950300,511
574969,511
598583,510
582557,510
622573,510
567105,509
543428,509
533579,509
582595,508
586619,508
563332,507
551199,507
574777,507
942196,506
949980,506
537331,506
582455,505
606328,505
588503,505
491995,504
942009,504
525481,504
620601,503
633036,503
578621,503
600359,502
553196,502
606343,502
541561,502
594745,501
525512,501
533470,500
942339,500
574995,498
567067,498
598432,497
570818,497
594709,497
484107,496
533377,496
553180,496
541543,496
527499,496
555426,496
632997,495
950428,495
549207,495
574772,494
553238,494
533583,494
941889,494
551247,494
555361,494
598564,494
551137,493
620613,493
567025,493
606288,493
561238,493
517543,493
610325,492
547196,492
570796,492
594825,492
941992,492
606357,491
606390,491
570801,491
570805,491
563222,491
950788,491
602334,490
523443,490
574992,490
942120,490
576832,489
602446,489
555177,489
484178,488
543542,487
543552,487
582499,486
515625,486
578696,486
950461,486
513614,485
942305,485
484070,485
633096,485
576809,485
570760,484
596709,484
541496,484
620650,484
950698,482
551131,482
573044,481
622611,481
563199,481
551183,480
541531,480
942363,480
990060,480
582491,480
517541,479
602404,479
565224,479
942337,479
543348,479
574916,478
950686,478
578742,478
610306,478
566983,478
578571,477
600480,477
600460,477
541337,476
588539,476
608392,476
533654,476
576879,476
598501,474
513574,474
942356,474
950268,473
942256,473
576869,473
941801,473
555251,472
525472,472
484180,472
942187,472
563218,472
555291,472
942374,471
1064938,471
588578,471
950511,471
567114,471
555456,471
600502,470
608235,470
941815,470
570816,470
622604,469
495973,469
555351,469
942213,468
576663,468
582441,467
565112,467
606315,467
551134,466
598444,466
602321,466
576759,465
620765,465
507653,465
543403,464
588697,464
561292,464
610259,464
950465,464
620628,463
1064924,463
594722,462
578780,462
596638,462
563226,462
602401,461
507671,461
563140,461
600423,461
602436,461
942037,460
559130,460
993126,460
594764,459
600435,459
576868,459
594822,459
533482,458
1064941,457
596661,457
942153,457
941807,457
559157,457
610219,457
561320,456
543526,455
950802,455
633028,455
572921,454
533541,454
588450,454
553255,453
572821,453
491950,453
543562,452
941829,451
539434,451
517570,451
523441,451
582629,450
533524,450
570779,450
555320,450
561301,449
588694,449
620636,449
633135,448
620665,448
608316,446
594664,446
622509,446
576741,445
622543,445
525530,444
950821,444
537337,443
950382,443
633012,443
610372,443
491944,443
941954,442
574953,442
574765,442
541600,442
1064983,441
543420,441
608377,441
600426,441
543486,440
610177,440
633074,438
523487,438
588591,438
507680,437
561257,436
950921,436
942116,436
495984,436
541617,436
563223,436
622675,436
511580,435
547246,435
950625,434
950396,433
606447,433
610379,433
533513,433
941818,432
950123,431
610280,431
600390,431
942151,431
941793,431
942207,431
610100,430
523461,430
572844,430
574872,430
622598,429
602364,429
578652,428
573027,427
633068,427
588674,427
594637,427
950812,427
991419,426
525526,426
596684,426
942208,425
531457,425
950784,424
561321,424
491887,424
547163,423
633065,423
622619,422
565026,422
610356,421
565075,421
551241,421
950826,421
606325,421
588621,420
942172,420
517612,420
565094,418
553256,418
527552,418
942204,418
950516,417
622618,417
563171,416
576674,416
600345,416
598596,415
991456,415
578645,414
533438,414
574949,414
633165,414
586660,413
950304,413
533633,413
541542,413
606372,412
539430,412
588642,412
533509,411
566942,411
622706,411
570837,410
563295,410
622491,410
610335,409
622711,409
572990,409
576694,409
942307,409
586596,408
576746,408
923097,408
566992,408
950427,408
511602,408
523464,407
523469,407
566935,407
600473,406
588547,406
553187,405
600375,405
622660,404
942152,403
950001,403
950738,403
551253,402
608286,401
507685,400
598518,400
491908,399
582459,398
543357,398
555290,398
610180,398
511610,398
950030,398
1001392,398
949974,397
515613,397
525540,396
588436,396
537345,395
525495,395
596558,395
610329,395
574836,394
566968,393
541579,393
602343,392
610163,392
586648,389
610130,388
539412,388
541503,387
596546,386
578774,386
594808,385
594798,385
682140,385
586617,385
610136,384
942375,383
610272,383
622518,383
541492,382
622690,382
598602,382
517568,382
942142,381
598555,381
594810,381
942286,381
495914,381
588477,381
523533,381
574806,381
610251,381
600487,380
543546,380
582600,380
525473,380
491953,379
993115,378
511605,378
594691,378
950367,378
606349,377
563156,377
949958,376
507654,376
950433,376
941976,376
555355,376
549210,376
942133,376
570785,375
565169,375
561289,375
941849,374
620756,374
608280,374
533465,373
942170,373
594726,373
551212,373
950809,373
553243,373
555448,372
950835,372
574851,372
555529,372
633092,371
547189,371
527504,370
610128,370
578715,370
574930,369
559173,369
386239,369
525508,367
950739,367
578637,367
633172,367
